,coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
433,Dvision Network,DVI,0.348705,0.011,0.045,-0.1689999999999999,893982.0,85948342.0,2022-03-16
434,AllianceBlock,ALBT,0.222035,0.025,0.075,0.046,594392.0,85612394.0,2022-03-16
435,Bonfida,FIDA,1.61,0.02,0.0069999999999999,-0.114,4391814.0,85251644.0,2022-03-16
437,Avalaunch,XAVA,3.78,0.0289999999999999,0.032,-0.022,709787.0,84389747.0,2022-03-16
438,HUNT,HUNT,0.769839,0.005,0.044,-0.032,72974143.0,83873286.0,2022-03-16
439,Automata,ATA,0.367835,0.031,0.0409999999999999,0.035,10518480.0,83514063.0,2022-03-16
441,chrono.tech,TIME,118.16,0.023,0.036,-0.147,295233.0,83232136.0,2022-03-16
442,Celo Dollar,CUSD,0.999208,0.003,0.005,0.001,770929.0,82951206.0,2022-03-16
443,CertiK,CTK,1.18,0.016,0.04,0.04,7896532.0,82919242.0,2022-03-16
447,Gitcoin,GTC,5.67,0.04,0.06,-0.005,13047215.0,80324424.0,2022-03-16
448,Biswap,BSW,0.357696,0.019,0.042,0.149,5174312.0,80023062.0,2022-03-16
449,Clover Finance,CLV,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,2022-03-16
450,SafePal,SFP,0.733022,0.027,0.023,-0.039,14792090.0,78755589.0,2022-03-16
451,Enzyme,MLN,53.93,0.02,0.02,0.046,7197240.0,78254927.0,2022-03-16
452,Crabada,CRA,0.908045,0.047,0.106,0.031,2532869.0,78203679.0,2022-03-16
453,Covalent,CQT,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,2022-03-16
454,Aergo,AERGO,0.216541,0.011,0.003,-0.14,8958942.0,78030243.0,2022-03-16
455,Nerve Finance,NRV,0.01746492327,0.001,-0.0279999999999999,-0.087,37129.53,77747624.0,2022-03-16
456,Swarm,BZZ,1.2,0.013,0.049,-0.008,1500542.0,77516525.0,2022-03-16
457,BENQI,QI,0.049616183289,0.036,0.011,-0.023,9851172.0,77090931.0,2022-03-16
458,Somnium Space CUBEs,CUBE,5.9,0.024,0.055,0.114,223101.0,76435550.0,2022-03-16
459,Rai Reflex Index,RAI,3.03,0.001,-0.001,0.003,1012855.0,76393616.0,2022-03-16
460,PEAKDEFI,PEAK,0.056409521696,0.004,0.0069999999999999,-0.175,51980.14,76293156.0,2022-03-16
461,Propy,PRO,1.31,0.021,-0.039,-0.1889999999999999,1379488.0,76264908.0,2022-03-16
462,Aurory,AURY,8.02,0.006,0.002,-0.008,1527291.0,76264310.0,2022-03-16
463,mStable USD,MUSD,0.999331,0.001,0.003,-0.0,207110.0,75247445.0,2022-03-16
465,ShapeShift FOX Token,FOX,0.273188,0.0139999999999999,0.001,-0.005,593740.0,73980085.0,2022-03-16
466,SingularityNET,AGIX,0.084142124159,0.026,-0.003,-0.036,868150.0,73918145.0,2022-03-16
467,Handshake,HNS,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,2022-03-16
468,Kin,KIN,4.1143641e-05,-0.022,0.094,-0.008,1152459.0,73595419.0,2022-03-16
469,RIZON,ATOLO,0.035663494252,0.046,0.023,-0.016,331202.0,72989274.0,2022-03-16
472,Sai,SAI,1.0,0.006,0.016,-0.0005,8343005.0,72643253.0,2022-03-16
473,Sovryn,SOV,3.43,0.006,-0.0069999999999999,-0.071,406765.0,72604865.0,2022-03-16
474,Badger DAO,BADGER,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,2022-03-16
475,TempleDAO,TEMPLE,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,2022-03-16
476,Wrapped NXM,WNXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,2022-03-16
477,Hifi Finance,MFT,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16
478,Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16
479,Sifchain,EROWAN,0.091107956047,0.026,-0.024,-0.023,3841586.0,70322023.0,2022-03-16
480,Retreeb,TREEB,0.225841,0.035,0.1369999999999999,0.07,905540.0,70125336.0,2022-03-16
481,Presearch,PRE,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,2022-03-16
482,PlatonCoin,PLTC,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,2022-03-16
483,Aave [OLD],LEND,1.36,0.026,0.08,0.038,5128.17,69502548.0,2022-03-16
484,ShareToken,SHR,0.007189378251,0.013,-0.046,-0.138,221837.0,69453171.0,2022-03-16
485,Circuits of Value,COVAL,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16
486,Travala.com,AVA,1.33,0.018,0.021,0.051,3953320.0,68723455.0,2022-03-16
487,Redacted Cartel,BTRFLY,114.27,0.009,0.004,-0.204,580990.0,68675140.0,2022-03-16
488,IRISnet,IRIS,0.05572426797,0.022,-0.008,-0.027,6277598.0,68613799.0,2022-03-16
490,Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16
492,ThunderCore,TT,0.007869637878,0.006,-0.003,0.018,13601229.0,67862398.0,2022-03-16
493,OpenDAO,SOS,1.708294e-06,0.03,0.053,-0.09,14382323.0,67555662.0,2022-03-16
494,Carry,CRE,0.007639549275,0.0139999999999999,-0.023,-0.001,15140717.0,66948840.0,2022-03-16
495,ARPA Chain,ARPA,0.068515692234,0.0279999999999999,0.026,-0.008,14838311.0,66892485.0,2022-03-16
496,GuildFi,GF,1.54,0.005,0.0069999999999999,0.0409999999999999,7298293.0,66370610.0,2022-03-16
497,EverRise,RISE,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16
498,SuperRare,RARE,0.458127,0.018,0.0289999999999999,0.0289999999999999,16421385.0,66264262.0,2022-03-16
499,Oxygen,OXY,0.325739,0.015,0.001,0.084,464624.0,65770433.0,2022-03-16
109,Decred,DCR,52.84,-0.012,-0.07,-0.059,10725860.0,732991389.0,2022-03-17
110,IoTeX,IOTX,0.077158067035,-0.015,0.0069999999999999,0.0579999999999999,53815127.0,732645462.0,2022-03-17
111,Holo,HOT,0.004092449012,0.002,-0.013,-0.026,45825585.0,726741711.0,2022-03-17
112,Bitkub Coin,KUB,7.93,-0.002,0.004,-0.045,2877708.0,703620569.0,2022-03-17
114,Neutrino USD,USDN,1.0,-0.001,-0.003,0.008,6067663.0,685994297.0,2022-03-17
115,Nexus Mutual,NXM,95.18,0.006,0.03,0.035,21594.97,655250086.0,2022-03-17
116,XDC Network,XDC,0.052299016906,0.012,0.034,-0.0559999999999999,9542402.0,644478092.0,2022-03-17
118,WAX,WAXP,0.276858,0.001,0.01,-0.04,20480550.0,626238810.0,2022-03-17
119,Qtum,QTUM,5.97,0.003,0.003,-0.013,61604038.0,621303049.0,2022-03-17
122,1inch,1INCH,1.49,0.008,-0.003,0.087,64145152.0,617505356.0,2022-03-17
124,Livepeer,LPT,24.57,0.013,0.032,-0.023,11245178.0,612934461.0,2022-03-17
125,Marinade staked SOL,MSOL,93.71,0.013,0.0579999999999999,0.027,14128670.0,607857600.0,2022-03-17
126,Bancor Network Token,BNT,2.32,0.005,0.013,0.011,18087546.0,595471450.0,2022-03-17
127,Ankr,ANKR,0.072733294373,0.001,0.0069999999999999,-0.05,21277459.0,594634282.0,2022-03-17
128,Pocket Network,POKT,0.697976,-0.003,-0.0,-0.079,1086957.0,587728129.0,2022-03-17
129,Zilliqa,ZIL,0.041562864374,0.002,0.013,0.001,30167523.0,585253625.0,2022-03-17
130,OMG Network,OMG,4.13,0.003,0.005,0.037,75465179.0,579014475.0,2022-03-17
132,Render Token,RNDR,2.46,0.001,0.011,-0.073,19940200.0,568806275.0,2022-03-17
133,Fei USD,FEI,1.0,0.002,0.003,0.009,6008234.0,560856126.0,2022-03-17
134,ICON,ICX,0.745261,0.002,-0.011,-0.102,27185040.0,547848667.0,2022-03-17
135,SafeMoon,SFM,0.000962072159,0.012,-0.064,-0.152,310296.0,544136940.0,2022-03-17
136,Ravencoin,RVN,0.051574181471,0.003,-0.003,-0.067,14056137.0,539976450.0,2022-03-17
137,IOST,IOST,0.022801632948,0.0,0.01,-0.027,36690680.0,526323716.0,2022-03-17
138,Bitcoin Gold,BTG,29.92,0.0,0.0069999999999999,-0.036,6176845.0,523876360.0,2022-03-17
139,Kava,KAVA,3.21,0.001,0.013,-0.009,15300789.0,517309409.0,2022-03-17
140,Rally,RLY,0.196257,0.015,0.09,-0.001,7033356.0,510399595.0,2022-03-17
141,e-Radix,EXRD,0.128151,0.009,0.05,0.078,2236562.0,508057632.0,2022-03-17
142,UMA,UMA,7.69,-0.003,-0.006,-0.046,62505441.0,503852158.0,2022-03-17
143,OEC Token,OKT,32.97,0.001,0.024,-0.083,3504725.0,502905278.0,2022-03-17
144,Songbird,SGB,0.063697975897,0.003,0.0139999999999999,-0.1169999999999999,1141938.0,495479119.0,2022-03-17
145,WOO Network,WOO,0.512092,0.004,0.04,0.018,49800358.0,489182316.0,2022-03-17
146,Moonbeam,GLMR,2.41,-0.004,0.0139999999999999,-0.08,44775987.0,485893979.0,2022-03-17
147,Velas,VLX,0.213294,0.002,0.001,-0.049,3415563.0,485455669.0,2022-03-17
149,Horizen,ZEN,39.44,0.001,0.021,-0.054,25684055.0,480024115.0,2022-03-17
150,Sapphire,SAPP,0.569767,0.005,0.012,-0.045,241909.0,478721909.0,2022-03-17
151,Rocket Pool,RPL,29.01,0.003,-0.034,0.0289999999999999,1766976.0,469695713.0,2022-03-17
152,Golem,GLM,0.466554,0.001,0.003,-0.088,12086033.0,466317264.0,2022-03-17
153,Liquity USD,LUSD,1.01,0.001,0.002,0.001,3788413.0,465309713.0,2022-03-17
154,Audius,AUDIO,0.743362,0.001,0.01,-0.046,6575647.0,457745959.0,2022-03-17
156,Baby Doge Coin,BABYDOGE,2.83e-09,0.004,-0.012,-0.071,9830393.0,449901755.0,2022-03-17
157,Siacoin,SC,0.008924907028,0.006,0.002,-0.0579999999999999,8429351.0,448569310.0,2022-03-17
158,Ontology,ONT,0.509902,0.004,0.021,-0.027,26504330.0,446660094.0,2022-03-17
159,0x,ZRX,0.51816,0.003,0.016,-0.01,24224308.0,439124277.0,2022-03-17
161,APENFT,NFT,1.538902e-06,0.001,0.01,-0.052,52887977.0,426608620.0,2022-03-17
162,Synapse,SYN,2.42,0.004,0.111,-0.011,8785527.0,425904952.0,2022-03-17
163,dYdX,DYDX,4.8,0.0,0.034,-0.053,84542474.0,410559152.0,2022-03-17
164,SwissBorg,CHSB,0.426636,-0.004,-0.002,-0.077,717426.0,407989611.0,2022-03-17
165,Everdome,DOME,0.047881406153,-0.025,0.131,0.038,59460882.0,407661797.0,2022-03-17
166,SKALE,SKL,0.123037,0.002,-0.026,-0.013,8458820.0,399524174.0,2022-03-17
167,Dogelon Mars,ELON,7.16912e-07,0.006,-0.01,-0.035,8089301.0,395179401.0,2022-03-17
168,Convex CRV,CVXCRV,2.1,0.022,0.083,0.022,284039.0,394323956.0,2022-03-17
169,Olympus,OHM,27.85,0.002,-0.005,-0.147,8810942.0,391190971.0,2022-03-17
170,Constellation,DAG,0.149017,-0.001,-0.02,0.125,925421.0,376819046.0,2022-03-17
171,Immutable X,IMX,1.59,0.001,0.01,0.001,74989985.0,374143811.0,2022-03-17
172,Gemini Dollar,GUSD,0.999103,-0.001,-0.002,-0.001,2599754.0,370970338.0,2022-03-17
173,JUST,JST,0.049988160157,0.005,0.022,-0.044,46444031.0,365218776.0,2022-03-17
174,NuCypher,NU,0.423049,0.004,0.008,-0.107,4447816.0,358798163.0,2022-03-17
175,Polymath,POLY,0.396075,0.002,0.0289999999999999,-0.047,16295087.0,356459406.0,2022-03-17
178,REN,REN,0.34295,0.002,0.011,-0.153,45489119.0,343396923.0,2022-03-17
179,Decentralized Social,DESO,32.58,-0.019,-0.038,0.053,665903.0,343383679.0,2022-03-17
180,Keep Network,KEEP,0.623793,0.001,0.023,-0.066,1863025.0,342624992.0,2022-03-17
181,Hive,HIVE,0.921978,0.003,0.063,0.008,27492473.0,342506941.0,2022-03-17
182,Flux,FLUX,1.43,0.002,0.003,0.044,11148974.0,328526106.0,2022-03-17
183,Nervos Network,CKB,0.010823610593,0.002,0.026,-0.025,5885924.0,326436851.0,2022-03-17
185,HUSD,HUSD,0.999448,-0.001,0.0,-0.0,21491124.0,321832852.0,2022-03-17
186,Lido DAO,LDO,2.9,0.016,-0.024,0.2289999999999999,6548070.0,320418126.0,2022-03-17
187,DeFi Kingdoms,JEWEL,4.33,0.0069999999999999,0.053,-0.093,13531791.0,319385783.0,2022-03-17
188,Ultra,UOS,1.17,0.005,0.024,-0.038,4195149.0,317369548.0,2022-03-17
189,Spell Token,SPELL,0.003476639888,0.0069999999999999,-0.02,-0.109,47028727.0,316934220.0,2022-03-17
190,Telcoin,TEL,0.005151230174,0.011,0.051,-0.0139999999999999,2189831.0,316916231.0,2022-03-17
191,Syscoin,SYS,0.497339,0.019,0.062,-0.043,11664234.0,316225956.0,2022-03-17
194,Kyber Network Crystal,KNC,3.01,0.01,-0.018,-0.043,19917604.0,308453415.0,2022-03-17
195,LooksRare,LOOKS,1.25,0.018,-0.0279999999999999,0.099,52982527.0,306746978.0,2022-03-17
196,Tomb,TOMB,1.19,-0.004,0.015,-0.1009999999999999,10836099.0,305642692.0,2022-03-17
197,Lisk,LSK,2.1,-0.004,0.03,-0.005,8942754.0,304232009.0,2022-03-17
198,DigitalBits,XDB,0.395059,-0.004,0.015,0.207,1567720.0,302184765.0,2022-03-17
199,DigiByte,DGB,0.01993648681,0.004,0.0139999999999999,-0.035,12119980.0,302087064.0,2022-03-17
200,Persistence,XPRT,3.61,-0.001,0.091,0.07,5704698.0,298811585.0,2022-03-17
201,PlayDapp,PLA,0.812543,0.002,0.016,-0.0279999999999999,21899896.0,295009942.0,2022-03-17
203,Stargaze,STARS,0.387759,0.001,-0.035,-0.209,1422449.0,288957891.0,2022-03-17
204,Ronin,RON,1.93,0.0,0.036,-0.039,2336649.0,285584777.0,2022-03-17
205,Trust Wallet Token,TWT,0.81527,-0.006,0.13,0.109,26534917.0,284403138.0,2022-03-17
206,Casper Network,CSPR,0.067306582006,0.0139999999999999,0.062,0.037,10361454.0,280491915.0,2022-03-17
207,Tokemak,TOKE,24.1,0.006,-0.042,-0.118,6082833.0,280398265.0,2022-03-17
208,SafeMoon [OLD],SAFEMOON,5.15423e-07,0.002,0.02,-0.009,879.16,277800683.0,2022-03-17
209,Radio Caca,RACA,0.001337390452,-0.0,0.004,0.084,17146649.0,277127753.0,2022-03-17
210,Pirate Chain,ARRR,1.44,-0.003,0.003,0.221,1185789.0,275717440.0,2022-03-17
211,SXP,SXP,1.41,0.005,0.05,0.045,68376375.0,273381975.0,2022-03-17
212,MAI,MIMATIC,1.0,0.002,0.003,0.008,5757297.0,269690665.0,2022-03-17
213,Floki Inu,FLOKI,2.8878952e-05,0.0,0.019,-0.095,7318364.0,264302676.0,2022-03-17
214,Injective,INJ,5.4,0.008,0.0139999999999999,0.011,25990848.0,262798491.0,2022-03-17
215,Mobox,MBOX,2.11,-0.004,0.033,0.0559999999999999,42594303.0,261388946.0,2022-03-17
216,MXC,MXC,0.105998,-0.005,0.017,0.1689999999999999,22877952.0,258748257.0,2022-03-17
217,Everscale,EVER,0.19269,0.0,-0.0139999999999999,-0.011,14939.44,258439550.0,2022-03-17
218,Perpetual Protocol,PERP,3.95,0.004,0.023,-0.017,9229627.0,257335955.0,2022-03-17
219,Zenon,ZNN,5.21,0.0069999999999999,-0.026,-0.114,38130.88,257245207.0,2022-03-17
220,WINkLink,WIN,0.000265884701,-0.0,-0.001,-0.043,78640150.0,256027145.0,2022-03-17
221,Coin98,C98,1.37,0.003,0.023,0.036,32845038.0,254083272.0,2022-03-17
222,WazirX,WRX,0.55677,-0.001,-0.002,-0.123,6363664.0,254078525.0,2022-03-17
223,Serum,SRM,1.9,0.005,0.018,-0.016,28934537.0,253353070.0,2022-03-17
224,Lido Staked SOL,STSOL,93.27,0.0139999999999999,0.064,0.0279999999999999,4306699.0,252733440.0,2022-03-17
225,Zipmex Token,ZMT,2.84,-0.002,0.018,0.003,14507743.0,252612673.0,2022-03-17
226,Mirror Protocol,MIR,1.71,0.005,0.004,-0.1689999999999999,49984848.0,248849118.0,2022-03-17
227,Creditcoin,CTC,1.17,-0.001,0.032,0.02,3120629.0,242723178.0,2022-03-17
228,Tribe,TRIBE,0.531679,-0.005,-0.021,-0.0409999999999999,8080240.0,242034097.0,2022-03-17
229,VVS Finance,VVS,2.2036915e-05,-0.0,-0.013,-0.129,2778953.0,236041817.0,2022-03-17
230,Metahero,HERO,0.044697410123,-0.005,-0.01,-0.13,7788330.0,234727576.0,2022-03-17
231,Yield Guild Games,YGG,2.65,0.022,0.096,-0.013,32498566.0,232020727.0,2022-03-17
232,Function X,FX,0.490287,-0.008,0.003,-0.025,2789713.0,230355668.0,2022-03-17
233,API3,API3,4.64,0.003,-0.012,-0.146,30688251.0,230330587.0,2022-03-17
234,Dent,DENT,0.002405588079,-0.002,0.023,-0.042,15366549.0,230289059.0,2022-03-17
235,Raydium,RAY,2.52,0.006,0.004,-0.01,20578926.0,229551472.0,2022-03-17
236,Fetch.ai,FET,0.333007,0.01,0.016,-0.06,18218920.0,229348461.0,2022-03-17
237,Escoin Token,ELG,3.31,0.005,-0.015,0.017,724098.0,228752259.0,2022-03-17
238,Euro Tether,EURT,1.11,-0.0,0.006,0.003,14717552.0,228389194.0,2022-03-17
239,CoinEx Token,CET,0.06114066275,-0.001,-0.0,0.049,525677.0,227207627.0,2022-03-17
241,Chromia,CHR,0.399507,0.001,0.053,0.02,58264434.0,226830657.0,2022-03-17
242,Chia,XCH,65.99,-0.003,0.015,-0.077,9082334.0,225459171.0,2022-03-17
243,xSUSHI,XSUSHI,4.02,0.012,0.0579999999999999,0.022,255785.0,225344906.0,2022-03-17
244,Cratos,CRTS,0.003236528133,0.003,0.099,-0.027,16517737.0,223198961.0,2022-03-17
245,Status,SNT,0.057335510854,-0.002,0.01,-0.086,8733449.0,222865089.0,2022-03-17
246,Telos,TLOS,0.858613,0.001,0.046,-0.059,3788138.0,222068806.0,2022-03-17
247,Power Ledger,POWR,0.511559,0.002,0.013,-0.04,31170583.0,219951909.0,2022-03-17
248,Astar,ASTR,0.107755,-0.001,0.044,0.027,8916820.0,218062741.0,2022-03-17
249,Medibloc,MED,0.040421543227,0.001,0.0069999999999999,-0.013,4569259.0,217275804.0,2022-03-17
250,Celer Network,CELR,0.03831685277,0.009,0.036,-0.038,29766536.0,216429137.0,2022-03-17
251,COTI,COTI,0.204755,0.001,0.016,-0.032,12162479.0,215079506.0,2022-03-17
252,Vulcan Forged,PYR,8.9,0.001,0.023,-0.096,20305571.0,212825987.0,2022-03-17
254,Energy Web Token,EWT,5.03,-0.0,0.025,-0.02,1278646.0,211101992.0,2022-03-17
255,PLEX,PLEX,0.857492,0.024,0.05,0.142,14908002.0,210041737.0,2022-03-17
256,Orbs,ORBS,0.072277990941,-0.001,0.001,-0.008,5313234.0,209383845.0,2022-03-17
257,Alchemix USD,ALUSD,0.998794,-0.0,0.0,0.001,142769.0,208931720.0,2022-03-17
258,XYO Network,XYO,0.016424293565,-0.0,0.005,-0.055,4920583.0,204717393.0,2022-03-17
259,Boba Network,BOBA,1.28,0.005,0.0579999999999999,0.162,7605916.0,204133364.0,2022-03-17
260,Ocean Protocol,OCEAN,0.465948,0.001,-0.0069999999999999,0.0069999999999999,13125747.0,202260490.0,2022-03-17
262,Mdex,MDX,0.231902,0.001,0.037,0.043,10470382.0,200934743.0,2022-03-17
263,LUKSO Token,LYXE,13.11,-0.002,0.0069999999999999,-0.051,2438281.0,199459617.0,2022-03-17
264,Mask Network,MASK,4.21,0.002,0.043,-0.01,72687776.0,198784023.0,2022-03-17
265,DAO Maker,DAO,2.19,0.005,0.005,-0.051,2620710.0,198134048.0,2022-03-17
267,UFO Gaming,UFO,7.566144e-06,0.0069999999999999,0.005,-0.0559999999999999,5528279.0,194844243.0,2022-03-17
268,Ardor,ARDR,0.194427,-0.004,0.008,-0.043,5019344.0,194331101.0,2022-03-17
269,Pundi X,PUNDIX,0.745885,0.0,0.008,-0.049,4093358.0,192900544.0,2022-03-17
270,Civic,CVC,0.28617,-0.001,0.067,0.044,61814649.0,192055742.0,2022-03-17
271,GMX,GMX,25.47,0.003,0.119,0.0139999999999999,3169278.0,190389663.0,2022-03-17
273,Kyber Network Crystal Legacy,KNCL,3.03,0.015,-0.011,-0.032,82195466.0,187322633.0,2022-03-17
274,MX Token,MX,1.87,-0.001,0.006,-0.005,374184.0,186909022.0,2022-03-17
275,Coinmetro,XCM,0.613238,0.003,0.006,-0.024,36444.53,185482862.0,2022-03-17
276,Conflux,CFX,0.118894,-0.001,0.022,-0.055,5488882.0,185392410.0,2022-03-17
277,Yoshi.exchange,YOSHI,1.4,0.001,0.05,0.28,1673418.0,183581718.0,2022-03-17
279,MiL.k Alliance,MLK,0.814028,-0.001,-0.0,-0.004,9464173.0,181018689.0,2022-03-17
280,XSGD,XSGD,0.737151,0.0,0.003,0.002,2206838.0,180464893.0,2022-03-17
281,Divi,DIVI,0.064853595251,0.018,0.036,-0.008,202892.0,180441034.0,2022-03-17
282,JOE,JOE,0.982235,-0.011,0.1119999999999999,-0.033,47914853.0,180295364.0,2022-03-17
283,Radicle,RAD,4.33,-0.0,-0.022,-0.065,7819981.0,178613189.0,2022-03-17
284,SuperFarm,SUPER,0.612438,-0.002,0.012,-0.062,13815815.0,176123468.0,2022-03-17
286,Aragon,ANT,4.6,0.005,-0.0069999999999999,-0.032,20342438.0,174947342.0,2022-03-17
287,Reserve Rights Token,RSR,0.013289915359,-0.003,-0.037,0.016,62606911.0,174938398.0,2022-03-17
288,Moonriver,MOVR,51.56,0.001,0.0579999999999999,-0.063,19258945.0,174781398.0,2022-03-17
289,BTSE Token,BTSE,8.47,0.017,0.0069999999999999,0.088,182389.0,171754643.0,2022-03-17
290,Ergo,ERG,3.26,-0.006,0.002,0.004,1480738.0,170208459.0,2022-03-17
291,Rari Governance Token,RGT,15.15,-0.0,0.016,-0.064,109283.0,170001175.0,2022-03-17
292,Request,REQ,0.219206,-0.002,0.006,0.093,11689099.0,169969973.0,2022-03-17
293,Cartesi,CTSI,0.321965,0.003,0.033,0.0,17202782.0,167831024.0,2022-03-17
294,Aurora,AURORA,7.35,-0.001,0.072,-0.069,1298850.0,167615843.0,2022-03-17
296,Power Cash,PRCH,0.000580255891,0.004,0.057,-0.034,121835.0,165663549.0,2022-03-17
299,Numeraire,NMR,27.87,0.0,-0.009,-0.036,3832085.0,164787989.0,2022-03-17
300,Alchemy Pay,ACH,0.040004817834,0.005,-0.013,-0.045,6824925.0,164599197.0,2022-03-17
301,FEG Token BSC,FEG,3.893e-09,0.025,-0.023,-0.013,270143.0,163269693.0,2022-03-17
302,inSure DeFi,SURE,0.006161036427,0.006,0.03,0.132,1159883.0,162967567.0,2022-03-17
303,Multichain,MULTI,8.85,-0.001,-0.033,-0.243,841002.0,162445121.0,2022-03-17
304,Bifrost,BFC,0.149851,-0.0,0.005,-0.026,1897563.0,159291451.0,2022-03-17
306,World Mobile Token,WMT,0.668572,0.001,0.022,-0.0559999999999999,1060965.0,156579542.0,2022-03-17
307,Poollotto.finance,PLT,17.97,0.015,0.021,0.036,701074.0,156426727.0,2022-03-17
308,Mango,MNGO,0.150121,0.001,0.015,-0.017,491181.0,156098438.0,2022-03-17
309,AscendEx Token,ASD,0.209002,-0.002,-0.001,-0.047,1996023.0,155507488.0,2022-03-17
310,Reef Finance,REEF,0.008484927042,0.002,0.005,-0.022,15128863.0,154953141.0,2022-03-17
311,Storj,STORJ,1.06,0.003,0.0279999999999999,0.076,22799371.0,153045067.0,2022-03-17
312,FEG Token,FEG,3.712e-09,-0.012,0.005,0.001,596220.0,152507971.0,2022-03-17
313,Tokamak Network,TON,3.63,0.001,0.018,-0.049,3175683.0,152418252.0,2022-03-17
314,BNB48 Club Token,KOGE,75.36,0.006,0.016,-0.0005,8343005.0,151006279.0,2022-03-17
315,Akash Network,AKT,1.14,0.013,0.039,0.005,1488453.0,150977820.0,2022-03-17
316,Origin Dollar,OUSD,0.996761,-0.001,0.003,-0.005,384674.0,150877504.0,2022-03-17
317,Verge,XVG,0.009119355152,0.0,-0.001,-0.1369999999999999,3989138.0,150565690.0,2022-03-17
318,VeThor Token,VTHO,0.003276533427,-0.002,0.01,0.021,5281032.0,149610423.0,2022-03-17
319,Merit Circle,MC,2.12,-0.001,0.015,0.035,9053682.0,149412537.0,2022-03-17
320,USDX,USDX,0.972184,0.0069999999999999,0.006,0.003,633490.0,148673012.0,2022-03-17
321,Band Protocol,BAND,3.57,0.001,-0.012,-0.043,14710862.0,148621625.0,2022-03-17
322,aelf,ELF,0.320715,-0.001,0.0069999999999999,-0.038,6682894.0,148069098.0,2022-03-17
323,Biconomy,BICO,1.29,-0.006,-0.018,-0.0,30433864.0,147807938.0,2022-03-17
324,OriginTrail,TRAC,0.403433,-0.01,0.006,-0.093,1641938.0,147741339.0,2022-03-17
326,Orchid Protocol,OXT,0.245431,0.0,0.035,0.06,16831078.0,145268599.0,2022-03-17
327,StarLink,STARL,1.4478205e-05,0.002,0.003,-0.023,6019692.0,144516643.0,2022-03-17
328,GPEX,GPX,3.77,-0.002,-0.017,-0.061,166864.0,144310185.0,2022-03-17
329,Kishu Inu,KISHU,1.484e-09,-0.0,-0.039,0.073,5930373.0,143713655.0,2022-03-17
330,Beta Finance,BETA,0.390171,0.001,0.0069999999999999,-0.087,16200954.0,140529092.0,2022-03-17
331,Ark,ARK,0.855048,0.008,0.024,-0.053,2191914.0,139681382.0,2022-03-17
333,STASIS EURO,EURS,1.11,-0.001,0.005,0.001,5583658.0,137830475.0,2022-03-17
334,Acala,ACA,1.08,0.002,-0.0139999999999999,-0.054,8839438.0,137419617.0,2022-03-17
336,Magic,MAGIC,2.66,-0.002,-0.045,-0.054,4586490.0,135701244.0,2022-03-17
337,Hxro,HXRO,0.304276,0.0,-0.003,-0.066,71104.14,133744124.0,2022-03-17
338,Sperax,SPA,0.170244,-0.004,0.026,-0.026,911737.0,133654459.0,2022-03-17
339,MaidSafeCoin,MAID,0.295224,0.001,0.001,-0.067,7810.13,133599281.0,2022-03-17
340,flexUSD,FLEXUSD,1.0,-0.0,-0.005,0.002,312664.0,132659636.0,2022-03-17
341,Prometeus,PROM,8.05,-0.001,0.011,-0.031,889637.0,132399958.0,2022-03-17
342,Iron Bank EURO,IBEUR,1.1,0.0,0.016,0.005,57945.42,132176489.0,2022-03-17
343,Qredo,QRDO,2.61,-0.0,0.0279999999999999,0.024,16725771.0,131117652.0,2022-03-17
344,Bezoge Earth,BEZOGE,2.984e-09,-0.004,-0.022,-0.177,176270.0,130736810.0,2022-03-17
345,Victoria VR,VR,0.154224,0.01,0.067,0.131,10041552.0,130077410.0,2022-03-17
346,Polkastarter,POLS,1.47,0.018,-0.042,0.198,34461134.0,129790575.0,2022-03-17
347,DUSK Network,DUSK,0.32285,-0.024,-0.0069999999999999,-0.108,10733697.0,129772453.0,2022-03-17
348,iExec RLC,RLC,1.81,0.004,-0.001,0.01,4304190.0,129744853.0,2022-03-17
349,RMRK,RMRK,13.61,-0.006,-0.003,-0.07,3122953.0,129381545.0,2022-03-17
351,Metadium,META,0.076139640664,-0.002,-0.012,0.004,9899795.0,128563501.0,2022-03-17
352,StormX,STMX,0.013797399421,0.002,-0.0139999999999999,-0.1,1844462.0,128358108.0,2022-03-17
353,Stratis,STRAX,0.94622,-0.003,0.013,-0.04,14410182.0,128080393.0,2022-03-17
